ticker,date,period,period_label,fiscal_year,currency,cf_net_inc,cf_non_cash_items_detailed,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_inc_dec_in_ot_op_ast_liab_detail,cf_cash_from_oper,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_acquisition_of_intang_assets,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_divestitures,cf_cash_for_acquis_subsidiaries,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_dvd_paid,cf_nt_csh_proc_pymt_debt,cf_proc_debt_and_capital_lease,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_incr_cap_stock,cf_decr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,ebitda,ebitda_margin,cf_net_cash_paid_for_aquis,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,cash_flow_to_net_inc,free_cash_flow_per_sh,pr_to_free_cash_flow,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,company,cf_depr_amort,cf_asset_impairment_charge,cf_change_in_accounts_payable,cf_change_in_prepaid_assets
BRDCY,2025-12-31,annual,2025,2025,USD,2345395800.0,2528314800.0,,2528314800.0,-514793400.0,-274725000.0,522885000.0,-762953400.0,4358917200.0,-1895223000.0,-1657200600.0,-238022400.0,67597200.0,67597200.0,,,,,201894000.0,-1484788800.0,-980581800.0,1308562200.0,1320000000.0,-11437800.0,-1980046200.0,,-1980046200.0,-1185287400.0,-2837353200.0,46266000.0,36775200.0,-1895223000.0,2516164200.0,8.606866041216838,,2463694200.0,2729219544.5030603,4151221800.0,2.0180710374498876,282.5227330793589,9.874658302640876,140943000.0,140943000.0,Bridgestone,,,,
BRDCY,2024-12-31,annual,2024,2024,USD,2739750000.0,1642017000.0,,1642017000.0,-814281000.0,-191691500.0,-106021500.0,-516568000.0,3567486000.0,-2192404500.0,-1945398000.0,-247006500.0,62133500.0,62133500.0,,,,,-51252500.0,-1657896500.0,-912236000.0,-881991500.0,,-881991500.0,-71500.0,,-71500.0,-436878000.0,-2231177000.0,209397500.0,-321587500.0,-2192404500.0,2881573500.0,10.006984047298298,,1375081500.0,1599535325.5278962,1263723500.0,1.925842751825509,77.23579742150909,8.16355560503539,523627000.0,523627000.0,Bridgestone,,,,
BRDCY,2023-12-31,annual,2023,2023,USD,3191407400.0,958862100.0,,958862100.0,545904800.0,403329700.0,605764900.0,-463189800.0,4696174300.0,-2434852700.0,-2005387900.0,-429464800.0,182612000.0,198253300.0,-15641300.0,,,,-71788100.0,-2113804900.0000002,-923312400.0,17316900.0,164059700.0,-146742800.0,,,,-397969200.0,-1303964700.0,180872500.0,1278404700.0,-2434852700.0,3420602500.0,11.168227548796885,,2261321600.0,2678340593.1829953,2918327200.0,1.996447382321426,116.29866046360405,7.906511941995082,210223900.0,210223900.0,Bridgestone,,,,
BRDCY,2022-12-31,annual,2022,2022,USD,3029686800.0,1255383200.0,,1255383200.0,-2244599200.0,-1061020800.0,-1485070400.0,301492000.0,2040470800.0,-1935917600.0,-1681826800.0,-254090800.0,-6558800.0,21705600.0,-28264400.0,-879472000.0,,-879472000.0,42712000.0,-2568830400.0,-904559600.0,-546934000.0,1555195600.0,-2102129600.0,-760030400.0,,-760030400.0,-555704400.0,-2767228400.0,495200800.0,-3295588000.0,-1935917600.0,3353872400.0,10.737019077533958,879472000.0,104553200.0,338372373.1789221,22116000.0,0.8940343983616656,4.949823470016762,12.30052517720388,210406000.0,210406000.0,Bridgestone,,,,
BRDCY,2021-12-31,annual,2021,2021,USD,4714710000.0,-877594900.0,,-877594900.0,-1275119300.0,-636335700.0,-1275901900.0,637118300.0,2561995800.0,-1683418100.0,-1465464000.0,-217954100.0,-35399000.0,4240600.0,-39639600.0,3310161400.0,3310161400.0,,-483856100.0,1198479100.0,-929273800.0,-1894192300.0,1102929100.0,-2997121400.0,-91000.0,,-91000.0,-628264000.0,-3451821100.0,440012300.0,308653800.0,-1683418100.0,3428870900.0,11.607898444173962,-3310161400.0,878577700.0,1001453868.6997145,-706669600.0,0.7144963544032668,34.2758083022812,14.932648379849404,90990900.0,90990900.0,Bridgestone,,,,
BRDCY,2020-12-31,annual,2020,2020,USD,275100400.0,2977581600.0,,2977581600.0,1700619800.0,534935200.0,1211067800.0,-45383200.0,4953301800.0,-2050262200.0,-1886363800.0,-163898400.0,176015000.0,185697000.0,-9682000.0,-17606200.0,,-17606200.0,66044400.0,-1460553200.0,-860325600.0,1638025200.0,4004841800.0,-2366816600.0,-28200.0,,-28200.0,-607747600.0,169923800.0,-113035000.0,3662672400.0,-2050262200.0,587387200.0,2.3184714888261606,17606200.0,2903039600.0,2771126092.2369766,5070219000.0,-22.6147804815244,109.65434279968414,6.406356890109248,365255800.0,365255800.0,Bridgestone,,,,
BRDCY,2019-12-31,annual,2019,2019,USD,3086692000.0,1728431600.0,,1728431600.0,-168856800.0,201250000.0,67086400.0,-437193200.0,4646266800.0,-2592431200.0,-2488876000.0,-103555200.0,776930800.0,801237200.0,-24306400.0,-1015256800.0,,-1015256800.0,64933600.0,-2409250000.0,-1082646800.0,1305756000.0,4535351600.0,-3229595600.0,-1840036800.0,,-1840036800.0,-595286000.0,-2212213600.0,-11895600.0,24803200.0,-2592431200.0,3213891200.0,9.960416201557749,1015256800.0,2053835600.0,2245122613.24193,3819720400.0,2.1033147169434137,77.24061907918683,7.394786183924235,356573600.0,356573600.0,Bridgestone,,,,
BRDCY,2018-12-31,annual,2018,2018,USD,3892688800.0,223168400.0,,223168400.0,-831166700.0,-522194400.0,-508116700.0,199144400.0,3284690500.0,-2396039100.0,-2343686800.0,-52352300.0,160678700.0,186768400.0,-26089700.0,-21548800.0,,-21548800.0,-29875300.0,-2211855100.0,-1094129400.0,-447101200.0,143989300.0,-591090500.0,-72800.0,,-72800.0,93548000.0,-1447755400.0,-242788000.0,-374920000.0,-2396039100.0,3664897600.0,11.033527473548064,21548800.0,888651400.0,970336504.5917413,568831900.0,1.2376646710693247,32.47512503990635,10.150961276939896,74929400.0,74929400.0,Bridgestone,,,,
BRDCY,2017-12-31,annual,2017,2017,USD,3741755800.0,722822400.0,,722822400.0,-743434800.0,-836119400.0,-232494700.0,325179300.0,3721143400.0,-1820530600.0,-1764505100.0,-56025500.0,240211000.0,283295900.0,-43084900.0,,,,-283384900.0,-1786915300.0,-967020600.0,492312400.0,1665759600.0,-1173447200.0,-1335106800.0,,-1335106800.0,118200900.0,-1691614100.0,24866600.0,242614000.0,-1820530600.0,3729562800.0,11.501589025936296,,1900612800.0,1976820317.802589,2525739900.0,1.4503720405862457,69.5739656691288,12.935634816913225,76789200.0,76789200.0,Bridgestone,,,,
BRDCY,2016-12-31,annual,2016,2016,USD,3878609600.0,477296000.0,,477296000.0,-266183600.0,88320000.0,-147632400.0,-206871200.0,4089722000.0,-1772968800.0,-1718688800.0,-54280000.0,120924800.0,132783600.0,-11858800.0,,,,-32181600.0,-1640139200.0,-1006351200.0,-726174400.0,179059600.0,-905234000.0,-36800.0,,-36800.0,-258354400.0,-1990916800.0,-44528000.0,458666000.0,-1772968800.0,4135887600.0,13.47170242165383,,2316753200.0,2377875781.767982,1688945200.0,1.674016192807381,80.37798120627139,10.409595598920282,44086400.0,44086400.0,Bridgestone,,,,
BRDCY,2015-12-31,annual,2015,2015,USD,3968719700.0,1029714600.0,,1029714600.0,-400740600.0,-119586400.0,-4448800.0,-276705400.0,4597693700.0,-2151501100.0,-2118400700.0,-33100400.0,147540800.0,147540800.0,,,,,3842900.0,-1937054000.0,-779602400.0,-604605200.0,203814800.0,-808420000.0,,,,-597873900.0,-1982081500.0,-293313700.0,678558200.0,-2151501100.0,4293191600.0,13.646906233914324,,2446192600.0,2508387004.1521754,1937751200.0,1.948472356082084,94.07574527198533,7.938240807016215,63063400.0,63063400.0,Bridgestone,,,,
BRDCY,2014-12-31,annual,2014,2014,USD,4490878200.0,-270795200.0,,-270795200.0,-191026800.0,-40072200.0,21544800.0,-172499400.0,4029056200.0,-2735108600.0,-2710790800.0,-24317800.0,65104400.0,65104400.0,,,,,-306092200.0,-2873542400.0,-515101200.0,-151434000.0,1592049800.0,-1743483800.0,,,,27946200.0,-638589000.0,99583600.0,516924800.0,-2735108600.0,4493594800.0,13.011613614069164,,1293947600.0,1383390934.3531072,1269385400.0,1.4259437304758324,43.94460044616919,9.086952611586353,102554000.0,102554000.0,Bridgestone,,,,
BRDCY,2013-12-31,annual,2013,2013,USD,3503009400.0,1386071000.0,,1386071000.0,-29849400.0,-498715700.0,452334800.0,16531500.0,4859231000.0,-2828029800.0,-2750439900.0,-77589900.0,37687700.0,37687700.0,,,,,-45402400.0,-2731858700.0,-346636200.0,-685835800.0,647179900.0,-1333015700.0,19899600.0,19899600.0,,-879764200.0,-1892336600.0,333318300.0,235035700.0,-2828029800.0,4512800800.0,12.279283235769492,,2031201200.0,2127187475.8160884,1526841100.0,2.3348824318371912,62.97550008941573,8.453923230186044,103885800.0,103885800.0,Bridgestone,,,,
BRDCY,2012-12-31,annual,2012,2012,USD,3350637500.0,1135625000.0,,1135625000.0,569562500.0,547400000.0,594950000.0,-572787500.0,5055825000.0,-3062362500.0,-3001800000.0,-60562500.0,60275000.0,60275000.0,,,,,-111737500.0,-2974100000.0,-273900000.0,67937500.0,1212100000.0,-1144162500.0,,,,-485925000.0,-691887500.0,367350000.0,1389837500.0,-3062362500.0,3574987500.0,9.408672721135835,,1993462500.0,2131118206.9363668,2261687500.0,2.356959296057807,50.940637134084874,5.419549158596857,139725000.0,139725000.0,Bridgestone,,,,
BRDCY,2011-12-31,annual,2011,2011,USD,1984737500.0,1857300000.0,,1857300000.0,-1940100000.0,-441012500.0,-1536125000.0,37037500.0,1901937500.0,-2358875000.0,-2348162500.0,-10712500.0,37787500.0,37787500.0,,,,,-45387500.0,-2213487500.0,-195700000.0,-1173662500.0,1409100000.0,-2582762500.0,,,,743437500.0,-625925000.0,-163575000.0,-937475000.0,-2358875000.0,2391550000.0,6.326109203449992,,-456937500.0,-315236270.61828077,-1466900000.0,1.4776633971059532,-11.67649636752519,7.976457617222199,152987500.0,152987500.0,Bridgestone,,,,
CTTAY,2025-12-31,annual,2025,2025,USD,-439900000.0,2478280000.0,407040000.0,2071240000.0,286200000.0,18020000.0,94340000.0,173840000.0,2324580000.0,,,,,,,9540000.0,9540000.0,,-1532760000.0,-1503080000.0,-530000000.0,542720000.0,1444780000.0,-902060000.0,,,,-155820000.0,-143100000.0,-191860000.0,678400000.0,,1623920000.0,7.7861353933726365,-9540000.0,2324580000.0,,2887440000.0,-13.290909090909091,,,20140000.0,20140000.0,Continental,,,,
CTTAY,2024-12-31,annual,2024,2024,USD,1466640000.0,2472120000.0,429840000.0,2042280000.0000002,-770040000.0,-27000000.0,-104760000.0,-638280000.0,3168720000.0,,,,,,,-8640000.0,5400000.0,-14040000.0,-1986120000.0000002,-1966680000.0000002,-475200000.00000006,-420120000.0,648000000.0,-1068120000.0000001,,,,-262440000.00000003,-1157760000.0,3240000.0,44280000.0,,2010960000.0000002,9.274293968222343,8640000.0,3168720000.0,3472738769.931663,2776680000.0,2.511986301369863,1.467,4.3513642214758015,28080000.0,28080000.0,Continental,,,,
CTTAY,2023-12-31,annual,2023,2023,USD,1289520000.0,2202120000.0,457920000.00000006,1744200000.0,102600000.0,55080000.0,408240000.0,-360720000.0,3594240000.0,,,,,,,-143640000.0,45360000.0,-189000000.0,-2314440000.0,-2342520000.0,-324000000.0,-488160000.00000006,1350000000.0,-1838160000.0000002,,,,-407160000.0,-1219320000.0,-101520000.0,32400000.000000004,,838080000.0,1.8734458366529056,143640000.0,3594240000.0,3929770234.8578496,3221640000.0,2.878892733564014,1.664,4.60079275198188,115560000.00000001,115560000.00000001,Continental,,,,
CTTAY,2022-12-31,annual,2022,2022,USD,117810000.0,3309915000.0,466830000.0,2843085000.0,-1017450000.0,-862995000.0,-1727145000.0,1572690000.0,2410275000.0,,,,,,,-114555000.0,,-114555000.0,-2200590000.0,-2315145000.0,-462000000.0,1519560000.0,1519560000.0,,,,,-371385000.0,686175000.0,-26460000.0,781305000.0,,15225000.0,0.036793719185260185,114555000.0,2410275000.0,2460737796.3362074,3929835000.0,34.466966966966964,1.14775,4.861469950454171,,,Continental,,,,
CTTAY,2021-12-31,annual,2021,2021,USD,1754778000.0,2292386000.0,615842000.0,1676544000.0,-560972000.0,36816000.0,-1672886000.0,1075098000.0,3486192000.0,,,,,,,257358000.0,404504000.0,-147146000.0,-2124118000.0,-1866760000.0,,-876976000.0,83426000.0,-960402000.0,,,,-487930000.0,-1364906000.0,113398000.0,254526000.0,,964650000.0,2.4211318161894493,-257358000.0,3486192000.0,3658975509.4987273,2609216000.0,2.0585284280936453,1.4772,6.2679496624411755,,,Continental,,,,
CTTAY,2020-12-31,annual,2020,2020,USD,-1047431999.9999999,3188579999.9999995,-12881999.999999998,3201461999.9999995,952811999.9999999,159828000.0,234383999.99999997,558600000.0,3093959999.9999995,,,,,,,265847999.99999997,346902000.0,-81054000.0,-2423754000.0,-2092241999.9999998,-684000000.0,,,,,,,-616284000.0,-1300284000.0,-160968000.0,-298566000.0,,1787747999.9999998,4.92147977052761,-265847999.99999997,3093959999.9999995,,3159623999.9999995,-2.821499116332259,1.357,9.024712746138105,65663999.99999999,65663999.99999999,Continental,,,,
CTTAY,2019-12-31,annual,2019,2019,USD,-1311520000.0000002,6019888000.000001,652288000.0000001,5367600000.000001,235760000.00000003,378336000.00000006,-54992000.00000001,-87584000.00000001,4944128000.0,,,,,,,-544656000.0,1456000.0000000002,-546112000.0,-3606736000.0000005,-4091024000.0000005,-1064000000.0000001,,,,,,,817600000.0000001,-246400000.00000003,43344000.00000001,606704000.0,,3798704000.0000005,7.625499118673333,544656000.0,4944128000.0,,5004496000.0,-3.6035918367346937,2.2072,5.179681964265366,60368000.00000001,60368000.00000001,Continental,,,,
CTTAY,2018-12-31,annual,2018,2018,USD,3490794000.0,2521188000.0,1052088000.0,1469100000.0,-138886000.0,-13570000.0,-422912000.0,297596000.0,5873096000.0,,,,,,,-477664000.0,15458000.0,-493122000.0,-3876772000.0,-4278916000.0,-1062000000.0,,,,,,,505866000.0,-556134000.0,236000.0,1038046000.0,,5116598000.0,9.76502328598067,477664000.0,5873096000.0,6123532973.116184,5948616000.0,1.7178752631760605,2.4886,4.83822334978215,75520000.0,75520000.0,Continental,,,,
CTTAY,2017-12-31,annual,2017,2017,USD,3444578999.9999995,2635046999.9999995,322840999.99999994,2312206000.0,-180460999.99999997,-832922999.9999999,-547259000.0,1199721000.0,5899164999.999999,,,,,,,-650766999.9999999,23051999.999999996,-673818999.9999999,-3334742999.9999995,-3918500999.9999995,-960499999.9999999,-1126384000.0,,-1126384000.0,,,,-36612000.0,-2123495999.9999998,-111982999.99999999,-142832000.0,,5544231999.999999,11.148502027971235,650766999.9999999,5899164999.999999,6125941039.22073,4839790000.0,1.7491456141526502,2.61025,8.597269836438569,67008999.99999999,67008999.99999999,Continental,,,,
CTTAY,2016-12-31,annual,2016,2016,USD,3199020000.0000005,2193138000.0,1217448000.0,975690000.0000001,89133000.00000001,-701187000.0000001,-362415000.00000006,1152735000.0,5481291000.000001,,,,,,,-567876000.0,5106000.0,-572982000.0,-3006102000.0000005,-3515148000.0000005,-832500000.0000001,-944277000.0000001,732267000.0000001,-1676544000.0000002,,,,384060000.00000006,-1392717000.0000002,-34521000.0,573426000.0,,4938501000.0,10.972021849837853,567876000.0,5481291000.000001,5729571229.214839,4595844000.0,1.7620338983050847,2.46905,7.412973671346802,58830000.00000001,58830000.00000001,Continental,,,,
CTTAY,2015-12-31,annual,2015,2015,USD,3085356000.0000005,2222109000.0,1210344000.0,1011765000.0000001,148851000.0,-496392000.00000006,-66045000.00000001,711288000.0000001,5456316000.000001,,,,,,,-1379841000.0000002,15318000.000000002,-1395159000.0000002,-2513706000.0,-3853920000.0000005,-721500000.0000001,-2617713000.0,609612000.0,-3227325000.0000005,,,,-99123000.00000001,-3438336000.0000005,35187000.0,-1835940000.0000002,,5004435000.0,11.491894371941273,1379841000.0000002,5456316000.000001,5720843421.3953495,2878230000.0000005,1.8023025592139033,2.4578,9.007634704881061,39627000.0,39627000.0,Continental,,,,
CTTAY,2014-12-31,annual,2014,2014,USD,3268475000.0,2440550000.0,827260000.0,1613290000.0,-165186000.0,-327978000.0,-26733000.0,189525000.0,5543839000.0,,,,,,,-172235000.0,,-172235000.0,-2806699000.0,-2864022000.0,-665000000.0,-482524000.0,2081450000.0,-2563974000.0,,,,-59983000.0,-1207507000.0,122360000.0,1472310000.0,,5121697000.0,11.160185128833787,172235000.0,5543839000.0,5947476292.579964,5176227000.0,1.7548520186923757,2.08415,8.29613960859213,114912000.0,114912000.0,Continental,,,,
CTTAY,2013-12-31,annual,2013,2013,USD,2673034000.0,2191574000.0,597968000.0,1593606000.0,85386000.0,-600628000.0,90307000.0,595707000.0,4949994000.0,,,,,,,123557000.0,328377000.0,-204820000.0,-2691388000.0,-2531655000.0,-598500000.0,-2039422000.0,5429459000.0,-7468881000.0,,,,-145635000.0,-2783557000.0,-103474000.0,-365218000.0,,4642365000.0,10.472233056313943,-123557000.0,4949994000.0,5626240952.427422,2946748000.0,1.935312776246685,1.8609,8.66242210323749,36176000.0,36176000.0,Continental,,,,
CTTAY,2012-12-31,annual,2012,2012,USD,2566584000.0,2170038000.0,900162000.0,1269876000.0,145383000.0,464013000.0,1290000.0,-319920000.0,4882005000.0,,,,,,,-110295000.0,9159000.0,-119454000.0,-2684103000.0,-2750280000.0,-387000000.0,-551733000.0,1421580000.0,-1973313000.0,,,,-81012000.0,-1019745000.0,-7740000.0,1111980000.0,,4286154000.0,10.149620298018707,110295000.0,4882005000.0,5574507068.318821,4374390000.0,1.9864056267058576,1.89225,4.69358659429581,44118000.0,44118000.0,Continental,,,,
CTTAY,2011-12-31,annual,2011,2011,USD,1842027999.9999998,2338675000.0,745318000.0,1593357000.0,-999548999.9999999,-1136325000.0,-466066999.99999994,602843000.0,3181154000.0,-2520487000.0,-2392468000.0,-128018999.99999999,,,,-61298999.99999999,14455999.999999998,-75755000.0,,-2499359000.0,-52681000.0,-556695000.0,1387637000.0,-1944331999.9999998,-556000.0,,-556000.0,,-609932000.0,25298000.0,71863000.0,-2520487000.0,3616501999.9999995,8.529121550963943,61298999.99999999,660667000.0,1315282623.7240787,314418000.0,1.8423764289164386,0.23765,2.332697501697982,82427000.0,82427000.0,Continental,,,,
PLLIF,2024-12-31,annual,2024,2024,USD,699616440.0,754215840.0,,754215840.0,-57863160.00000001,-44774640.0,-143077320.0,129988800.00000001,1395969120.0,-435966840.0,-406162080.0,-29804760.000000004,-599400.0,,-599400.0,-34926120.0,,-34926120.0,14118840.0,-454961880.00000006,-220752000.0,-141832080.0,1475795160.0,-1617627240.0,,,,-296971920.0,-659556000.0,-8833320.0,281451240.0,-435966840.0,762015600.0,10.416894275248017,34926120.0,960002280.0000001,1120368370.0832212,850386600.0,2.762001021408989,0.8926896793536575,2.993294697509595,2411640.0,2411640.0,Pirelli,,,,
PLLIF,2023-12-31,annual,2023,2023,USD,680511240.0,708164640.0,,708164640.0,79974000.0,-81464400.0,31619160.000000004,129819240.00000001,1468649880.0,-430958880.0,-407606040.0,-23352840.0,,,,,,,4287600.0,-424287720.0,-240700680.00000003,-546958440.0,1217972160.0,-1764930600.0,,,,-270290520.0,-1057949640.0000001,-23711400.0,-13587480.0,-430958880.0,730697760.0,10.173918653101483,,1037691000.0000001,1211758351.1610007,516468960.00000006,2.8384841780078482,0.9626299311208516,2.431839730176932,2383560.0,2383560.0,Pirelli,,,,
PLLIF,2022-12-31,annual,2022,2022,USD,625415700.0,620253900.0,,620253900.0,-57441300.0,-13782300.0,-359438100.0,315779100.0,1188228300.0,-352173150.0,-318665550.0,-33507600.0,,,,1396500.0,1396500.0,,3524850.0,-342948900.0,-194664750.0,-829251150.0,1390270350.0,-2219521500.0,,,,-451011750.0,-1474927650.0,-515550.0,-629648250.0,-352173150.0,519193500.0,7.474159680410029,-1396500.0,836055150.0,932208644.8307183,44614500.0,2.708842397548832,0.796243,2.6438940835218943,4302900.0,4302900.0,Pirelli,,,,
PLLIF,2021-12-31,annual,2021,2021,USD,515366180.0,680870620.0,,680870620.0,-111729480.0,-32576260.0,-262544100.0,183390880.0,1084507320.0,-338271780.0,-302188560.0,-36083220.0,-531000.0,,-531000.0,5200260.0,5200260.0,,20991020.0,-302541380.0,-94323300.0,,,,,,,-1185558980.0,-1279882280.0,42272320.0,-497916340.0,-338271780.0,602824240.0,9.582158699790863,-5200260.0,746235540.0,853570497.9077322,792388880.0,3.0352910870685212,0.632403,4.371394171163668,10070120.0,10070120.0,Pirelli,,,,
PLLIF,2020-12-31,annual,2020,2020,USD,65397239.99999999,635878320.0,,635878320.0,3645719.9999999995,-15273719.999999998,160335300.0,-141415860.0,704921279.9999999,-220482839.99999997,-202782059.99999997,-17700780.0,,,,78660.0,78660.0,,-72673860.0,-286916340.0,,,,,,,,500913719.99999994,500913719.99999994,-156194820.0,918918659.9999999,-220482839.99999997,192343079.99999997,3.921823858920149,-78660.0,484438439.99999994,590506441.6588223,508300919.99999994,20.763305463214802,0.424946,5.496061280125486,6161699.999999999,6161699.999999999,Pirelli,,,,
PLLIF,2019-12-31,annual,2019,2019,USD,696930080.0000001,534881760.00000006,,534881760.00000006,-86384480.00000001,-86013760.00000001,31696000.000000004,-32066720.000000004,1145427360.0,-433156640.00000006,-409847200.00000006,-23309440.000000004,,,,1988000.0000000002,11984000.000000002,-9996000.000000002,1738240.0000000002,-420866880.00000006,-208060160.00000003,,,,,,,-162728160.00000003,-370788320.00000006,-21383040.000000004,353772160.00000006,-433156640.00000006,780217760.0000001,13.086904622797363,-1988000.0000000002,712270720.0000001,823697059.3942394,744143680.0000001,2.33422423276897,0.635956,3.7617109169371497,8563520.0,8563520.0,Pirelli,,,,
PLLIF,2018-12-31,annual,2018,2018,USD,592082700.0,503423400.0,,503423400.0,-318681420.0,-27597840.0,-235904420.0,-55179160.0,776824680.0,-554283760.0,-540548560.0,-13735200.0,180313440.0,180313440.0,,-60315700.0,,-60315700.0,-68878960.0,-484021840.0,-9871880.0,,,,,,,-31523700.0,-41395580.0,-66016280.0,251407260.0,-554283760.0,763162640.0,12.450699984656763,60315700.0,222540920.0,338028727.99932235,255419260.0,1.5252939023090504,0.188594,,19143140.0,19143140.0,Pirelli,,,,
PLLIF,2017-12-31,annual,2017,2017,USD,343653339.99999994,521696139.99999994,,521696139.99999994,420176939.99999994,83217719.99999999,-124037839.99999999,460997059.99999994,1285526419.9999998,-552965500.0,-531530529.99999994,-21434969.999999996,-2785449.9999999995,,-2785449.9999999995,11412999.999999998,29085069.999999996,-17672070.0,11112419.999999998,-450164879.99999994,-14398459.999999998,,,,1343993749.9999998,1343993749.9999998,,-2399101870.0,-1069506579.9999999,-80775789.99999999,-234145039.99999997,-552965500.0,654030439.9999999,10.813852705471664,-11412999.999999998,732560919.9999999,989237725.6612893,837056539.9999999,6.449464828336886,0.759798038517074,,83060649.99999999,83060649.99999999,Pirelli,,,,
PLLIF,2016-12-31,annual,2016,2016,USD,265559730.00000003,544291830.0,,544291830.0,395803800.00000006,160857870.0,53590800.00000001,181355130.00000003,1205655360.0,-413123130.00000006,-403447260.00000006,-9675870.0,,,,420928650.00000006,485405220.00000006,-64476570.00000001,17532450.0,127042830.00000001,-2278830.0,,,,,,,-790487610.0000001,-792766440.0000001,-96373530.00000001,539931750.0,-413123130.00000006,655912320.0,11.874296177394243,-420928650.00000006,792532230.0000001,1051437607.3348855,903912960.0000001,8.04199521704686,1.0106573017167189,,101704860.00000001,101704860.00000001,Pirelli,,,,
PLLIF,2015-12-31,annual,2015,2015,USD,62288760.00000001,-438735270.00000006,,-438735270.00000006,1031985870.0000001,448237980.00000006,22932600.000000004,560815290.0,655539360.0,-77083950.0,-73907130.0,-3176820.0000000005,-22921500.000000004,,-22921500.000000004,,,,-7645469100.000001,-7745474550.000001,-210412710.00000003,,,,3214110450.0000005,3214110450.0000005,,4466642220.0,7470339960.000001,,380404770.00000006,-77083950.0,269243820.0,10.98146485629729,,578455410.0,677715081.9049827,581632230.0,32.99860311784098,1.0695756221752637,,,,Pirelli,,,,
PLLIF,2014-12-31,annual,2014,2014,USD,649735590.0,576699970.0,,576699970.0,12279890.0,-43385930.0,-138589990.0,194255810.0,1238715450.0,-502692120.0,-488377330.0,-14314790.0,-605150.0,,-605150.0,167617240.0,190836380.0,-23219140.0,5151090.0,-315510580.0,-212934330.0,,,,7489230.0,7489230.0,,-157050390.0,-362495490.0,-67553360.0,560709380.0,-502692120.0,982895270.0,12.280014350132259,-167617240.0,736023330.0,859779682.4137043,765356480.0,2.9169785556122783,1.133524760070787,,15018360.0,15018360.0,Pirelli,,,,
PLLIF,2013-12-31,annual,2013,2013,USD,682933720.0,375740960.0,,375740960.0,108534650.0,-20403530.0,7127470.0,121810710.0,1167209330.0,-549421670.0,-535033730.0,-14387940.0,-28068320.0,,-28068320.0,-73491810.0,,-73491810.0,1715700.0,-618564380.0,-212519370.0,,,,,,,-81909380.0,-294428750.0,-69743870.0,254216200.0,-549421670.0,830160730.0,10.29838507431166,73491810.0,617787660.0,724716052.6167904,662877320.0,2.8908964535829815,0.9532593231454108,,30701720.0,30701720.0,Pirelli,,,,
PLLIF,2012-12-31,annual,2012,2012,USD,760823940.0,329468580.0,,329468580.0,-400271520.0,38551650.0,-95417430.0,-343405740.0,690021000.0,-607540980.0,-587656920.0,-19884060.0,-115396950.0,4623360.0,-120020310.0,-217864230.0,,-217864230.0,2632890.0,-912476340.0,-174518940.0,,,,7078230.0,7078230.0,,577477530.0,410036820.0,-11229450.0,187581480.0,-607540980.0,839998980.0,10.724833176453732,217864230.0,82480020.0,191553080.76666793,128057010.0,1.381781358738753,0.13449617050457624,,25692930.0,25692930.0,Pirelli,,,,
PLLIF,2011-12-31,annual,2011,2011,USD,660400120.0,130555749.99999999,,130555749.99999999,26326600.0,-115363049.99999999,-487659259.99999994,629348910.0,817282470.0,-870431899.9999999,-858722539.9999999,-11709360.0,,,,-130646099.99999999,,-130646099.99999999,16368639.999999998,-976320709.9999999,-116126159.99999999,,,,13733199.999999998,13733199.999999998,,700954760.0,598561800.0,-738090.0,439523559.99999994,-870431899.9999999,751090670.0,9.555663664434755,130646099.99999999,-53149429.99999999,43205983.89218873,-33051419.999999996,1.3019543497900834,-0.08043307691175017,,8388650.0,8388650.0,Pirelli,,,,
PLLIF,2010-12-31,annual,2010,2010,USD,486017910.0,201665240.0,,201665240.0,147673890.0,65796430.0,-146192270.0,228069730.0,835357040.0,-582403010.0,-575981770.0,-6421240.0,-31276280.0,,-31276280.0,-22482320.0,,-22482320.0,11527110.0,-600755680.0,-113159060.0,-561079120.0,,-561079120.0,6376020.0,6376020.0,,-87504690.0,-755366850.0,7067620.0,-520765490.0,-582403010.0,542324790.0,8.41022783101622,22482320.0,252954030.0,554542642.7702386,-277825030.0,28.87495402721589,0.4000744653326013,,23878820.0,23878820.0,Pirelli,,,,
